公开时间,类别,省份,城市,新增确诊病例,新增治愈出院数,新增死亡数
1月23日,地区级,云南,西双版纳州,1,,
1月23日,地区级,湖北,仙桃,2,,
1月23日,地区级,香港,香港,3,,
1月23日,地区级,湖南,湘潭,1,,
1月23日,地区级,湖北,孝感,22,,
1月23日,地区级,江西,新余,1,,
1月23日,地区级,河南,信阳,1,,
1月23日,地区级,重庆,垫江县,1,,
1月23日,地区级,四川,雅安,1,,
1月23日,地区级,山东,烟台,2,,
1月23日,地区级,陕西,延安,1,,
1月23日,地区级,广东,阳江,3,,
1月23日,地区级,湖北,宜昌,1,,1
1月23日,地区级,江西,宜春,1,,
1月23日,地区级,湖南,永州,3,,
1月23日,地区级,广西,玉林,1,,
1月23日,地区级,湖南,岳阳,3,,
1月23日,地区级,湖南,长沙,4,,
1月23日,地区级,河南,郑州,1,,
1月23日,地区级,河南,郑州,1,,
1月23日,地区级,广东,中山,1,,
1月23日,地区级,宁夏,中卫,1,,
1月23日,地区级,河南,周口,1,,
1月23日,地区级,广东,珠海,4,,
1月23日,地区级,湖南,株洲,1,,
1月23日,省级,安徽,,10,,
1月23日,省级,澳门,,1,,
1月23日,省级,北京,,8,,
1月23日,省级,福建,,5,,
1月23日,省级,甘肃,,2,,
1月23日,省级,广东,,21,,
1月23日,省级,广西,,8,,
1月23日,省级,贵州,,,,
1月23日,省级,海南,,3,,
1月23日,省级,河北,,1,,
1月23日,省级,河南,,4,,
1月23日,省级,黑龙江,,3,,
1月23日,省级,湖北,,105,,
1月23日,省级,湖南,,15,,
1月23日,省级,吉林,,2,,
1月23日,省级,江苏,,4,,
1月23日,省级,江西,,4,,
1月23日,省级,辽宁,,2,,
1月23日,省级,内蒙古,,1,,
1月23日,省级,宁夏,,1,,
1月23日,省级,青海,,,,
1月23日,省级,山东,,3,,
1月23日,省级,山西,,,,
1月23日,省级,陕西,,2,,
1月23日,省级,上海,,4,,
1月23日,省级,四川,,8,,
1月23日,省级,台湾,,,,
1月23日,省级,西藏,,,,
1月23日,省级,香港,,1,,
1月23日,省级,新疆,,2,,
1月23日,省级,云南,,4,,
1月23日,省级,浙江,,17,,
1月23日,国家级,,,261,,
1月23日,地区级,重庆,奉节县,1,,
1月23日,地区级,重庆,九龙坡区,2,,
1月23日,地区级,重庆,开州区,2,,
1月23日,地区级,重庆,两江新区,1,,
1月23日,地区级,重庆,万州区,1,,
1月23日,地区级,重庆,巫山县,1,,
1月23日,地区级,重庆,巫溪县,1,,
1月23日,地区级,重庆,秀山县,1,,
1月23日,地区级,重庆,渝北区,2,,
1月23日,地区级,重庆,云阳县,1,,
1月23日,地区级,重庆,长寿区,2,,
1月23日,地区级,重庆,忠县,1,,
1月23日,省级,重庆,,18,,
1月23日,省级,天津,,1,,
1月24日,地区级,重庆,璧山区,2,,
1月24日,地区级,重庆,城口县,1,,
1月24日,地区级,重庆,大渡口区,1,,
1月24日,地区级,天津,地区待确认,1,,
1月24日,国外,澳大利亚,NA,3,,
1月24日,国外,澳大利亚,NA,1,,
1月24日,国外,澳大利亚,NA,3,,
1月24日,国外,澳大利亚,NA,1,,
1月24日,国外,法国,NA,1,,
1月24日,国外,法国,NA,1,,
1月24日,国外,法国,NA,2,,
1月24日,国外,马来西亚,NA,3,,
1月24日,国外,马来西亚,NA,3,,
1月24日,国外,尼泊尔,NA,,1,
1月24日,国外,尼泊尔,NA,,1,
1月24日,国外,日本,NA,1,,
1月24日,国外,日本,NA,1,,
1月24日,国外,泰国,NA,1,,
1月24日,国外,泰国,NA,1,,
1月24日,地区级,陕西,安康,2,,
1月24日,地区级,安徽,安庆,3,,
1月24日,地区级,河北,保定,1,,
1月24日,地区级,辽宁,本溪,1,,
1月24日,地区级,山东,滨州,1,,
1月24日,地区级,安徽,亳州,3,,
1月24日,地区级,河北,沧州,1,,
1月24日,地区级,湖南,常德,3,,
1月24日,地区级,江苏,常州,5,,
1月24日,地区级,北京,朝阳,1,,
1月24日,地区级,辽宁,朝阳市,1,,
1月24日,地区级,四川,成都,9,,
1月24日,地区级,河北,承德,1,,
1月24日,地区级,内蒙古,赤峰,1,,
1月24日,地区级,安徽,滁州,1,,
1月24日,地区级,云南,大理,1,,
1月24日,地区级,辽宁,大连,1,,
1月24日,地区级,辽宁,大连,1,,
1月24日,地区级,辽宁,大连,1,,
1月24日,地区级,山西,大同,1,,
1月24日,地区级,北京,大兴,,1,
1月24日,地区级,海南,儋州,3,,
1月24日,地区级,山东,德州,1,,
1月24日,地区级,上海,地区待确认,13,,
1月24日,地区级,广东,东莞,1,,
1月24日,地区级,内蒙古,鄂尔多斯,2,,
1月24日,地区级,湖北,鄂州,1,,
1月24日,地区级,湖北,恩施州,11,,
1月24日,地区级,广东,佛山,3,,
1月24日,地区级,福建,福州,1,,
1月24日,地区级,安徽,阜阳,5,,
1月24日,地区级,宁夏,固原,1,,
1月24日,地区级,广东,广州,7,,
1月24日,地区级,黑龙江,哈尔滨,5,,
1月24日,地区级,北京,海淀,2,,
1月24日,地区级,浙江,杭州,6,,
1月24日,地区级,重庆,丰都县,1,,
1月24日,地区级,安徽,合肥,4,,
1月24日,地区级,山东,菏泽,1,,
1月24日,地区级,湖南,衡阳,3,,
1月24日,地区级,云南,红河,1,,
1月24日,地区级,内蒙古,呼伦贝尔,1,,
1月24日,地区级,辽宁,葫芦岛,2,,
1月24日,地区级,湖南,怀化,2,,
1月24日,地区级,湖北,黄冈,52,,
1月24日,地区级,湖北,黄石,31,,1
1月24日,地区级,广东,惠州,2,,
1月24日,地区级,吉林,吉林,1,,
1月24日,地区级,山东,济南,1,,
1月24日,地区级,山东,济宁,1,,
1月24日,地区级,浙江,嘉兴,1,,
1月24日,地区级,浙江,金华,1,,
1月24日,地区级,湖北,荆门,13,,
1月24日,地区级,湖北,荆州,2,,
1月24日,地区级,云南,昆明,1,,
1月24日,地区级,甘肃,兰州,1,,
1月24日,地区级,云南,丽江,1,,
1月24日,地区级,山东,聊城,1,,
1月24日,地区级,甘肃,临夏,1,,
1月24日,地区级,山东,临沂,1,,
1月24日,地区级,海南,陵水县,1,,
1月24日,地区级,湖南,娄底,2,,
1月24日,地区级,四川,泸州,1,,
1月24日,地区级,安徽,马鞍山,4,,
1月24日,地区级,江苏,南京,1,,
1月24日,地区级,河南,南阳,8,,
1月24日,地区级,四川,内江,1,,
1月24日,地区级,浙江,宁波,1,,
1月24日,地区级,福建,宁德,1,,
1月24日,地区级,河南,平顶山,1,,
1月24日,地区级,贵州,黔西南州,1,,
1月24日,地区级,山东,青岛,2,,
1月24日,地区级,广东,清远,1,,
1月24日,地区级,云南,曲靖,1,,
1月24日,地区级,福建,泉州,2,,
1月24日,地区级,山东,日照,1,,
1月24日,地区级,山东,日照,1,,
1月24日,地区级,福建,三明,1,,
1月24日,地区级,海南,三亚,1,,
1月24日,地区级,海南,三亚,3,,
1月24日,地区级,广东,汕头,1,,
1月24日,地区级,陕西,商洛,1,,
1月24日,地区级,湖南,邵阳,2,,
1月24日,地区级,浙江,绍兴,3,,
1月24日,地区级,广东,深圳,5,,
1月24日,地区级,辽宁,沈阳,2,,
1月24日,地区级,辽宁,沈阳,1,,
1月24日,地区级,湖北,十堰,4,,
1月24日,地区级,河北,石家庄,3,,
1月24日,地区级,江苏,苏州,1,1,
1月24日,地区级,湖北,随州,5,,
1月24日,地区级,四川,遂宁,1,,
1月24日,地区级,浙江,台州,2,,
1月24日,地区级,山西,太原,1,,
1月24日,地区级,湖北,天门,3,,
1月24日,地区级,辽宁,铁岭,2,,
1月24日,地区级,陕西,铜川,3,,
1月24日,地区级,安徽,铜陵,3,,
1月24日,地区级,海南,万宁,3,,
1月24日,地区级,山东,威海,1,,
1月24日,地区级,浙江,温州,4,,
1月24日,地区级,新疆,乌鲁木齐,1,,
1月24日,地区级,安徽,芜湖,1,,
1月24日,地区级,湖北,武汉,77,1,15
1月24日,地区级,陕西,西安,2,,
1月24日,地区级,青海,西宁,1,,
1月24日,地区级,内蒙古,锡林郭勒,1,,
1月24日,地区级,内蒙古,锡林郭勒,1,,
1月24日,地区级,湖北,仙桃,8,,
1月24日,地区级,陕西,咸阳,1,,
1月24日,地区级,陕西,咸阳,1,,
1月24日,地区级,湖南,湘潭,1,,
1月24日,地区级,湖北,孝感,4,,
1月24日,地区级,河南,新乡,1,,
1月24日,地区级,河南,信阳,4,,
1月24日,地区级,江苏,宿迁,1,,
1月24日,地区级,江苏,盐城,1,,
1月24日,地区级,广东,阳江,2,,
1月24日,地区级,湖南,益阳,4,,
1月24日,地区级,云南,玉溪,1,,
1月24日,地区级,湖南,岳阳,2,,
1月24日,地区级,山西,运城,2,,
1月24日,地区级,福建,漳州,3,,
1月24日,地区级,山西,长治,1,,
1月24日,地区级,广东,肇庆,1,,
1月24日,地区级,河南,郑州,3,,
1月24日,地区级,浙江,舟山,1,,
1月24日,地区级,河南,周口,3,,
1月24日,地区级,广东,珠海,2,,
1月24日,地区级,河南,驻马店,2,,
1月24日,地区级,四川,自贡,1,,
1月24日,省级,安徽,,24,,
1月24日,省级,澳门,,,,
1月24日,省级,北京,,14,,
1月24日,省级,福建,,8,,
1月24日,省级,甘肃,,2,,
1月24日,省级,广东,,25,,
1月24日,省级,广西,,10,,
1月24日,省级,贵州,,1,,
1月24日,省级,海南,,9,,
1月24日,省级,河北,,6,,
1月24日,省级,河南,,23,,
1月24日,省级,黑龙江,,5,,
1月24日,省级,湖北,,180,,
1月24日,省级,湖南,,19,,
1月24日,省级,吉林,,1,,
1月24日,省级,江苏,,9,,
1月24日,省级,江西,,11,,
1月24日,省级,辽宁,,8,,
1月24日,省级,内蒙古,,1,,
1月24日,省级,宁夏,,1,,
1月24日,省级,青海,,,,
1月24日,省级,山东,,12,,
1月24日,省级,山西,,5,,
1月24日,省级,陕西,,10,,
1月24日,省级,上海,,13,,
1月24日,省级,四川,,13,,
1月24日,省级,台湾,,2,,
1月24日,省级,西藏,,,,
1月24日,省级,香港,,3,,
1月24日,省级,新疆,,1,,
1月24日,省级,云南,,6,,
1月24日,省级,浙江,,19,,
1月24日,国家级,,,449,,
1月24日,地区级,重庆,合川区,2,,
1月24日,地区级,重庆,九龙坡区,1,,
1月24日,地区级,重庆,开州区,2,,
1月24日,地区级,重庆,梁平区,1,,
1月24日,地区级,重庆,两江新区,2,,
1月24日,地区级,重庆,石柱县,3,,
1月24日,地区级,重庆,万州区,7,,
1月24日,地区级,重庆,巫溪县,1,,
1月24日,地区级,天津,外地来津,1,,
1月24日,地区级,重庆,永川区,1,,
1月24日,地区级,重庆,云阳县,1,,
1月24日,地区级,重庆,长寿区,2,,
1月24日,地区级,重庆,忠县,2,,
1月24日,省级,重庆,,30,,
1月24日,省级,天津,,3,,
1月25日,地区级,重庆,大渡口区,2,,
1月25日,地区级,重庆,大足区,1,,
1月25日,地区级,重庆,奉节县,2,,
1月25日,国外,韩国,NA,1,,
1月25日,国外,韩国,NA,1,,
1月25日,国外,加拿大,NA,1,,
1月25日,国外,加拿大,NA,1,,
1月25日,国外,马来西亚,NA,1,,
1月25日,国外,马来西亚,NA,1,,
1月25日,国外,美国,NA,1,,
1月25日,国外,美国,NA,1,,
1月25日,国外,日本,NA,1,,
1月25日,国外,日本,NA,1,,
1月25日,国外,泰国,NA,1,,
1月25日,国外,泰国,NA,1,,
1月25日,国外,新加坡,NA,1,,
1月25日,国外,新加坡,NA,1,,
1月25日,地区级,安徽,安庆,1,,
1月25日,地区级,河南,安阳,3,,
1月25日,地区级,澳门,澳门,3,,
1月25日,地区级,广西,百色,1,,
1月25日,地区级,河北,保定,2,,
1月25日,地区级,广西,北海,1,,
1月25日,地区级,辽宁,本溪,1,,
1月25日,地区级,山东,滨州,2,,
1月25日,地区级,安徽,亳州,2,,
1月25日,地区级,北京,昌平,2,,
1月25日,地区级,北京,昌平,2,,
1月25日,地区级,湖南,常德,4,,
1月25日,地区级,北京,朝阳,3,,
1月25日,地区级,北京,朝阳,2,,
1月25日,地区级,湖南,郴州,2,,
1月25日,地区级,四川,成都,6,,
1月25日,地区级,海南,澄迈县,1,,
1月25日,地区级,黑龙江,大庆,2,,
1月25日,地区级,北京,大兴,1,,
1月25日,地区级,辽宁,丹东,1,,
1月25日,地区级,山东,德州,2,,
1月25日,地区级,上海,地区待确认,7,,1
1月25日,地区级,甘肃,定西,1,,
1月25日,地区级,北京,东城,1,,
1月25日,地区级,广东,东莞,1,,
1月25日,地区级,湖北,恩施州,6,,
1月25日,地区级,北京,丰台,1,,
1月25日,地区级,北京,丰台,1,,
1月25日,地区级,广东,佛山,1,,
1月25日,地区级,福建,福州,3,,
1月25日,地区级,福建,福州,4,,
1月25日,地区级,江西,抚州,2,,
1月25日,地区级,安徽,阜阳,3,,
1月25日,地区级,四川,甘孜,2,,
1月25日,地区级,江西,赣州,5,,
1月25日,地区级,广西,桂林,5,,
1月25日,地区级,黑龙江,哈尔滨,2,,
1月25日,地区级,北京,海淀,2,,
1月25日,地区级,北京,海淀,1,,
1月25日,地区级,北京,海淀,3,,
1月25日,地区级,北京,海淀,2,,
1月25日,地区级,河北,邯郸,2,,
1月25日,地区级,陕西,汉中,1,,
1月25日,地区级,浙江,杭州,15,,
1月25日,地区级,安徽,合肥,3,,
1月25日,地区级,浙江,湖州,1,,
1月25日,地区级,湖南,怀化,3,,
1月25日,地区级,江苏,淮安,1,,
1月25日,地区级,安徽,淮北,1,,
1月25日,地区级,安徽,淮南,1,,
1月25日,地区级,湖北,黄冈,58,2,2
1月25日,地区级,安徽,黄山,1,,
1月25日,地区级,广东,惠州,1,,
1月25日,地区级,江西,吉安,1,,
1月25日,地区级,山东,济南,2,,
1月25日,地区级,山东,济宁,1,,
1月25日,地区级,山东,济宁,2,,
1月25日,地区级,浙江,嘉兴,4,,
1月25日,地区级,广东,揭阳,3,,
1月25日,地区级,浙江,金华,1,,
1月25日,地区级,山西,晋中,2,,
1月25日,地区级,湖北,荆门,17,,1
1月25日,地区级,湖北,荆州,23,,2
1月25日,地区级,甘肃,兰州,2,,
1月25日,地区级,四川,乐山,1,,
1月25日,地区级,浙江,丽水,3,,
1月25日,地区级,江苏,连云港,2,,
1月25日,地区级,山东,临沂,4,,
1月25日,地区级,广西,柳州,1,,
1月25日,地区级,安徽,六安,1,,
1月25日,地区级,四川,泸州,1,,
1月25日,地区级,河南,漯河,3,,
1月25日,地区级,安徽,马鞍山,3,,
1月25日,地区级,四川,眉山,1,,
1月25日,地区级,四川,绵阳,3,,
1月25日,地区级,江西,南昌,1,,
1月25日,地区级,四川,南充,2,,
1月25日,地区级,江苏,南京,3,,
1月25日,地区级,广西,南宁,1,,
1月25日,地区级,福建,南平,1,,
1月25日,地区级,江苏,南通,1,,
1月25日,地区级,河南,南阳,7,,1
1月25日,地区级,浙江,宁波,7,,
1月25日,地区级,福建,宁德,1,,
1月25日,地区级,辽宁,盘锦,1,,
1月25日,地区级,河南,平顶山,1,,
1月25日,地区级,江西,萍乡,1,,
1月25日,地区级,福建,莆田,1,,
1月25日,地区级,黑龙江,齐齐哈尔,1,,
1月25日,地区级,山东,青岛,2,,
1月25日,地区级,广东,清远,1,,
1月25日,地区级,浙江,衢州,1,,
1月25日,地区级,福建,泉州,1,,
1月25日,地区级,福建,泉州,1,,
1月25日,地区级,山东,日照,1,,
1月25日,地区级,河南,三门峡,1,,
1月25日,地区级,福建,三明,3,,
1月25日,地区级,海南,三亚,2,,
1月25日,地区级,福建,厦门,1,,
1月25日,地区级,广东,汕头,1,,
1月25日,地区级,江西,上饶,4,,
1月25日,地区级,浙江,绍兴,1,,
1月25日,地区级,广东,深圳,7,,
1月25日,地区级,辽宁,沈阳,1,,
1月25日,地区级,湖北,十堰,15,,
1月25日,地区级,河北,石家庄,1,,
1月25日,地区级,北京,石景山,1,,
1月25日,地区级,江苏,苏州,4,,
1月25日,地区级,黑龙江,绥化,1,,
1月25日,地区级,湖北,随州,31,,
1月25日,地区级,台湾,台湾,1,,
1月25日,地区级,浙江,台州,1,,
1月25日,地区级,江苏,泰州,1,,
1月25日,地区级,湖北,天门,2,,
1月25日,地区级,北京,通州,2,,
1月25日,地区级,北京,通州,2,,
1月25日,地区级,陕西,铜川,2,,
1月25日,地区级,北京,外地来京,1,,
1月25日,地区级,山东,威海,1,,
1月25日,地区级,山东,潍坊,1,,
1月25日,地区级,浙江,温州,8,,
1月25日,地区级,江苏,无锡,1,,
1月25日,地区级,安徽,芜湖,2,,
1月25日,地区级,广西,梧州,1,,
1月25日,地区级,湖北,武汉,46,8,7
1月25日,地区级,陕西,西安,4,,
1月25日,地区级,北京,西城,1,,
1月25日,地区级,青海,西宁,3,,
1月25日,地区级,湖北,仙桃,1,,
1月25日,地区级,湖北,咸宁,43,,
1月25日,地区级,香港,香港,1,,
1月25日,地区级,湖南,湘潭,1,,
1月25日,地区级,湖南,湘西自治州,3,,
1月25日,地区级,湖北,襄阳,2,,
1月25日,地区级,湖北,孝感,29,,
1月25日,地区级,河南,新乡,2,,
1月25日,地区级,河南,信阳,17,,
1月25日,地区级,安徽,宿州,2,,
1月25日,地区级,安徽,宣城,1,,
1月25日,地区级,广东,阳江,1,,
1月25日,地区级,山西,阳泉,1,,
1月25日,地区级,新疆,伊犁州,1,,
1月25日,地区级,湖北,宜昌,19,,
1月25日,地区级,江西,宜春,4,,
1月25日,地区级,宁夏,银川,1,,
1月25日,地区级,辽宁,营口,1,,
1月25日,地区级,湖南,岳阳,1,,
1月25日,地区级,广东,湛江,2,,
1月25日,地区级,福建,漳州,1,,
1月25日,地区级,湖南,长沙,10,,
1月25日,地区级,广东,肇庆,2,,
1月25日,地区级,江苏,镇江,2,,
1月25日,地区级,河南,郑州,12,,
1月25日,地区级,河南,周口,1,,
1月25日,地区级,湖南,株洲,2,,
1月25日,地区级,河南,驻马店,5,,
1月25日,地区级,山东,淄博,1,,
1月25日,省级,安徽,,21,,
1月25日,省级,澳门,,,,
1月25日,省级,北京,,3,,
1月25日,省级,福建,,17,,
1月25日,省级,甘肃,,3,,
1月25日,省级,广东,,20,,
1月25日,省级,广西,,10,,
1月25日,省级,贵州,,1,,
1月25日,省级,海南,,5,,
1月25日,省级,河北,,5,,
1月25日,省级,河南,,51,,
1月25日,省级,黑龙江,,6,,
1月25日,省级,湖北,,323,,
1月25日,省级,湖南,,26,,
1月25日,省级,吉林,,,,
1月25日,省级,江苏,,13,,
1月25日,省级,江西,,18,,
1月25日,省级,辽宁,,5,,
1月25日,省级,内蒙古,,5,,
1月25日,省级,宁夏,,1,,
1月25日,省级,青海,,1,,
1月25日,省级,山东,,18,,
1月25日,省级,山西,,3,,
1月25日,省级,陕西,,7,,
1月25日,省级,上海,,7,,
1月25日,省级,四川,,16,,
1月25日,省级,台湾,,,,
1月25日,省级,西藏,,,,
1月25日,省级,香港,,,,
1月25日,省级,新疆,,1,,
1月25日,省级,云南,,5,,
1月25日,省级,浙江,,42,,
1月25日,国家级,,,688,,
1月25日,地区级,重庆,江北区,2,,
1月25日,地区级,重庆,铜梁区,1,,
1月25日,地区级,重庆,万州区,3,,
1月25日,地区级,重庆,巫溪县,1,,
1月25日,地区级,重庆,渝北区,2,,
1月25日,地区级,重庆,云阳县,2,,
1月25日,地区级,重庆,忠县,2,,
1月25日,省级,重庆,,18,,
1月25日,省级,天津,,2,,
1月26日,地区级,重庆,巴南区,1,,
1月26日,地区级,重庆,璧山区,1,,
1月26日,地区级,重庆,大渡口区,2,,
1月26日,地区级,重庆,垫江县,2,,
1月26日,地区级,重庆,丰都县,2,,
1月26日,地区级,重庆,合川区,1,,
1月26日,国外,澳大利亚,NA,1,,
1月26日,国外,澳大利亚,NA,1,,
1月26日,国外,韩国,NA,1,,
1月26日,国外,韩国,NA,1,,
1月26日,国外,柬埔寨,NA,1,,
1月26日,国外,柬埔寨,NA,1,,
1月26日,国外,美国,NA,2,,
1月26日,国外,美国,NA,2,,
1月26日,国外,斯里兰卡,NA,1,,
1月26日,国外,斯里兰卡,NA,1,,
1月26日,国外,泰国,NA,1,,
1月26日,国外,泰国,NA,1,,
1月26日,地区级,陕西,安康,4,,
1月26日,地区级,安徽,安庆,3,,
1月26日,地区级,河南,安阳,4,,
1月26日,地区级,澳门,澳门,1,,
1月26日,地区级,安徽,蚌埠,2,,
1月26日,地区级,内蒙古,包头,2,,
1月26日,地区级,云南,保山,1,,
1月26日,地区级,云南,保山,2,,
1月26日,地区级,广西,北海,2,,
1月26日,地区级,湖南,常德,5,,
1月26日,地区级,江苏,常州,1,,
1月26日,地区级,北京,朝阳,6,,
1月26日,地区级,湖南,郴州,3,,
1月26日,地区级,四川,成都,11,,
1月26日,地区级,海南,澄迈县,,,1
1月26日,地区级,海南,澄迈县,1,,
1月26日,地区级,四川,达州,2,,
1月26日,地区级,云南,大理,1,,
1月26日,地区级,辽宁,大连,1,,
1月26日,地区级,黑龙江,大庆,2,,
1月26日,地区级,北京,大兴,2,,
1月26日,地区级,辽宁,丹东,3,,
1月26日,地区级,海南,儋州,1,,
1月26日,地区级,海南,儋州,1,,
1月26日,地区级,云南,德宏州,2,,
1月26日,地区级,山东,德州,3,,
1月26日,地区级,上海,地区待确认,13,,
1月26日,地区级,北京,东城,1,,
1月26日,地区级,湖北,鄂州,19,,
1月26日,地区级,湖北,恩施州,8,,
1月26日,地区级,广西,防城港,1,,
1月26日,地区级,广东,佛山,4,,
1月26日,地区级,福建,福州,1,,
1月26日,地区级,福建,福州,4,,
1月26日,地区级,江西,抚州,1,,
1月26日,地区级,四川,广安,4,,
1月26日,地区级,广东,广州,2,,
1月26日,地区级,广东,广州,25,,
1月26日,地区级,广西,桂林,3,,
1月26日,地区级,北京,海淀,1,,
1月26日,地区级,海南,海口,2,,
1月26日,地区级,陕西,汉中,2,,
1月26日,地区级,山东,菏泽,1,,
1月26日,地区级,山东,菏泽,2,,
1月26日,地区级,河南,鹤壁,2,,
1月26日,地区级,湖南,衡阳,1,,
1月26日,地区级,云南,红河,1,,
1月26日,地区级,浙江,湖州,2,,
1月26日,地区级,湖南,怀化,3,,
1月26日,地区级,江苏,淮安,1,,
1月26日,地区级,安徽,淮南,1,,
1月26日,地区级,湖北,黄冈,,1,
1月26日,地区级,湖北,黄冈,,1,
1月26日,地区级,湖北,黄冈,32,,2
1月26日,地区级,湖北,黄石,5,,
1月26日,地区级,江西,吉安,1,,
1月26日,地区级,山东,济南,2,,
1月26日,地区级,黑龙江,佳木斯,1,,
1月26日,地区级,浙江,金华,2,,
1月26日,地区级,湖北,荆门,52,,2
1月26日,地区级,湖北,荆州,,1,
1月26日,地区级,湖北,荆州,14,,
1月26日,地区级,江西,景德镇,1,,
1月26日,地区级,江西,九江,2,,
1月26日,地区级,重庆,江北区,1,,
1月26日,地区级,河南,开封,1,,
1月26日,地区级,云南,昆明,3,,
1月26日,地区级,甘肃,兰州,4,,
1月26日,地区级,河北,廊坊,2,,
1月26日,地区级,云南,丽江,3,,
1月26日,地区级,四川,凉山,1,,
1月26日,地区级,山西,临汾,1,,
1月26日,地区级,甘肃,临夏,1,,
1月26日,地区级,广西,柳州,2,,
1月26日,地区级,贵州,六盘水,1,,
1月26日,地区级,甘肃,陇南,1,,
1月26日,地区级,湖南,娄底,2,,
1月26日,地区级,四川,泸州,1,,
1月26日,地区级,河南,洛阳,1,,
1月26日,地区级,河南,漯河,3,,
1月26日,地区级,山西,吕梁,1,,
1月26日,地区级,广东,梅州,2,,
1月26日,地区级,广东,梅州,1,,
1月26日,地区级,四川,绵阳,2,,
1月26日,地区级,江西,南昌,4,,
1月26日,地区级,广西,南宁,4,,
1月26日,地区级,福建,南平,1,,
1月26日,地区级,江苏,南通,2,,
1月26日,地区级,河南,南阳,4,,
1月26日,地区级,福建,宁德,3,,
1月26日,地区级,辽宁,盘锦,1,,
1月26日,地区级,河南,平顶山,3,,
1月26日,地区级,福建,莆田,1,,
1月26日,地区级,福建,莆田,8,,
1月26日,地区级,黑龙江,七台河,1,,
1月26日,地区级,湖北,潜江,5,,1
1月26日,地区级,贵州,黔南州,1,,
1月26日,地区级,山东,青岛,,1,
1月26日,地区级,山东,青岛,3,,
1月26日,地区级,山东,青岛,2,,
1月26日,地区级,浙江,衢州,2,,
1月26日,地区级,云南,曲靖,1,,
1月26日,地区级,福建,泉州,5,,
1月26日,地区级,山东,日照,1,,
1月26日,地区级,河南,三门峡,1,,
1月26日,地区级,海南,三亚,1,,
1月26日,地区级,海南,三亚,2,,
1月26日,地区级,广东,汕尾,1,,
1月26日,地区级,河南,商丘,6,,
1月26日,地区级,广东,韶关,1,,
1月26日,地区级,湖南,邵阳,6,,
1月26日,地区级,浙江,绍兴,1,,
1月26日,地区级,广东,深圳,,1,
1月26日,地区级,广东,深圳,9,,
1月26日,地区级,辽宁,沈阳,1,,
1月26日,地区级,湖北,十堰,20,,
1月26日,地区级,河北,石家庄,2,,
1月26日,地区级,黑龙江,双鸭山,1,,
1月26日,地区级,山西,朔州,2,,
1月26日,地区级,吉林,四平,1,,
1月26日,地区级,吉林,松原,1,,
1月26日,地区级,江苏,苏州,1,,
1月26日,地区级,黑龙江,绥化,1,,
1月26日,地区级,湖北,随州,16,,
1月26日,地区级,台湾,台湾,1,,
1月26日,地区级,浙江,台州,1,,
1月26日,地区级,江苏,泰州,1,,
1月26日,地区级,湖北,天门,8,,
1月26日,地区级,内蒙古,通辽,1,,
1月26日,地区级,北京,通州,1,,
1月26日,地区级,上海,外地来沪,,2,
1月26日,地区级,海南,万宁,3,,
1月26日,地区级,山东,威海,2,,
1月26日,地区级,山东,威海,3,,
1月26日,地区级,山东,潍坊,1,,
1月26日,地区级,陕西,渭南,1,,
1月26日,地区级,浙江,温州,14,,
